"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3106718","fecal sample from HMP2: Subject C3003C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441969","","1041.96","1","14863506","2711200384","G89324_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106717","fecal sample from HMP2: Subject M2026C4_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441968","","787.97","1","11580420","2117470387","G89323_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106716","fecal sample from HMP2: Subject H4008C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441966","","225.4","1","3185261","580857158","G89373_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106715","fecal sample from HMP2: Subject M2027C5_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441967","","468.68","1","6669224","1214107470","G89353_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106714","fecal sample from HMP2: Subject C3004C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441965","","450.18","1","6490569","1184122023","G89334_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106713","fecal sample from HMP2: Subject C3006C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441964","","1083.86","1","15760991","2876901621","G89333_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106712","fecal sample from HMP2: Subject C3005C5_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441963","","458.23","1","6501607","1185686449","G89379_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106711","fecal sample from HMP2: Subject H4006C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441962","","174.57","1","2454585","446104968","G89352_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106710","fecal sample from HMP2: Subject M2025C4_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441961","","236.96","1","3367504","612820647","G89361_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106709","fecal sample from HMP2: Subject C3005C6_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441960","","342.63","1","4933120","899690625","G89366_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106708","fecal sample from HMP2: Subject E5001C7_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441959","","2825.54","1","39702421","7227988103","G89362_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106707","fecal sample from HMP2: Subject C3003C7_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441958","","208.85","1","2900078","527893813","G89365_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106706","fecal sample from HMP2: Subject E5002C6_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441957","","437.45","1","6134813","1119105644","G89363_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106705","fecal sample from HMP2: Subject H4009C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441956","","170.33","1","2350713","427668690","G89374_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106704","fecal sample from HMP2: Subject M2027C6_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441955","","568.69","1","8068607","1469438793","G89372_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106703","fecal sample from HMP2: Subject H4009C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441954","","165.17","1","2372083","431825738","G89358_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106702","fecal sample from HMP2: Subject C3008C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441953","","566.19","1","8014900","1460580655","G89356_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106701","fecal sample from HMP2: Subject C3001C9_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441952","","1367.07","1","19377014","3531645716","G89338_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106700","fecal sample from HMP2: Subject M2008C14_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441951","","1332.72","1","18567035","3384102180","G89339_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106699","fecal sample from HMP2: Subject E5006C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441950","","697.21","1","9902257","1806055161","G89335_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106698","fecal sample from HMP2: Subject C3007C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441949","","1688.05","1","25035143","4582413968","G89336_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106697","fecal sample from HMP2: Subject C3006C4_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441948","","85.6","1","1201823","218748830","G89343_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106696","fecal sample from HMP2: Subject M2026C7_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441947","","459.57","1","6590028","1201639861","G89344_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106695","fecal sample from HMP2: Subject C3003C5_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441946","","253.23","1","3594766","654934640","G89340_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106694","fecal sample from HMP2: Subject H4008C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441945","","647.47","1","9191733","1676637154","G89341_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106693","fecal sample from HMP2: Subject C3004C5_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441944","","257.65","1","3690464","673376333","G89345_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106692","fecal sample from HMP2: Subject C3002C6_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441943","","189.22","1","2760433","504626637","G89347_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106691","fecal sample from HMP2: Subject C3002C7_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441942","","55.94","1","793891","144645825","G89369_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106690","fecal sample from HMP2: Subject C3001C10_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441941","","72.05","1","1005261","182989125","G89370_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106689","fecal sample from HMP2: Subject E5004C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441940","","656.59","1","9428858","1724417023","G89311_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106688","fecal sample from HMP2: Subject M2026C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441939","","425.58","1","6220589","1134384984","G89312_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106687","fecal sample from HMP2: Subject M2008C12_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441938","","756.97","1","10767084","1962331298","G89313_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106686","fecal sample from HMP2: Subject E5006C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441937","","592.56","1","8523508","1557909491","G89314_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106685","fecal sample from HMP2: Subject E5002C4_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441936","","282.53","1","4092442","747288082","G89315_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106684","fecal sample from HMP2: Subject M2014C8_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441934","","315.35","1","4507745","823444740","G89316_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106683","fecal sample from HMP2: Subject M2027C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441935","","961.67","1","13862916","2530745078","G89317_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106682","fecal sample from HMP2: Subject H4001C6_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441933","","627.87","1","8883727","1621699710","G89320_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106681","fecal sample from HMP2: Subject M2021C5_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441932","","561.08","1","7784634","1417893136","G89321_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106680","fecal sample from HMP2: Subject C3006C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441931","","966.18","1","14046140","2567298544","G89322_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106679","fecal sample from HMP2: Subject E5001C9_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441930","","183.14","1","2562875","466627352","G89380_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106678","fecal sample from HMP2: Subject H4006C4_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441929","","472.76","1","6602871","1202770312","G89378_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106677","fecal sample from HMP2: Subject H4008C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441928","","600.68","1","8677930","1584787610","G89360_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106676","fecal sample from HMP2: Subject H4001C10_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441927","","443.76","1","6257445","1141068753","G89381_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106675","fecal sample from HMP2: Subject C3004C6_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441926","","1276.45","1","18843664","3446360447","G89368_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106674","fecal sample from HMP2: Subject M2025C7_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441924","","247.32","1","3510511","638931848","G89364_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106673","fecal sample from HMP2: Subject M2039C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441925","","662.08","1","9263571","1688908297","G89375_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106672","fecal sample from HMP2: Subject H4001C4_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441922","","534.99","1","7720545","1408552959","G89295_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106671","fecal sample from HMP2: Subject M2026C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441923","","174.72","1","2484606","443947568","G89294_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106670","fecal sample from HMP2: Subject M2021C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441921","","1448.4","1","20787684","3793943788","G89293_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106669","fecal sample from HMP2: Subject E5001C2_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441918","","787.86","1","11341908","2070158497","G89292_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106668","fecal sample from HMP2: Subject E5001C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441919","","1074.6","1","15132963","2756681033","G89290_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106667","fecal sample from HMP2: Subject M2008C8_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441920","","2061.79","1","29413434","5372725302","G89288_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106666","fecal sample from HMP2: Subject M2014C3_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441917","","345.54","1","4901778","893098125","G89287_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106665","fecal sample from HMP2: Subject M2021C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441916","","379.4","1","5564000","1017300089","G89286_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106664","fecal sample from HMP2: Subject M2014C6_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441915","","322","1","4608385","840487777","G89297_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106663","fecal sample from HMP2: Subject M2025C1_MTX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441913","","1971.1","1","28224236","5152045016","G89296_MTX","WGS","METATRANSCRIPTOMIC","RANDOM"
"SRX3106652","fecal sample from HMP2: Subject M2025C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441903","","2823.58","1","20447552","3969476839","G80041_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106651","fecal sample from HMP2: Subject C3003C7_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441902","","2729.82","1","21041142","4164375426","G80043_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106650","fecal sample from HMP2: Subject M2014C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441901","","2410.08","1","17711746","3455956122","G79910_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106649","fecal sample from HMP2: Subject H4008C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441900","","2537.71","1","18670021","3645488503","G80055_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106648","fecal sample from HMP2: Subject M2027C6_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441898","","1506.88","1","11598763","2288307233","G80054_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106647","fecal sample from HMP2: Subject M2014C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441896","","1676.2","1","12228212","2373540649","G79890_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106646","fecal sample from HMP2: Subject M2021C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441897","","2745.33","1","19755484","3846257152","G79888_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106645","fecal sample from HMP2: Subject E5001C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441899","","1619.06","1","11870506","2301282413","G79899_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106644","fecal sample from HMP2: Subject M2008C8_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441895","","2230.18","1","16219110","3146158888","G79893_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106643","fecal sample from HMP2: Subject M2021C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441894","","1793.01","1","13024442","2528985013","G79904_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106642","fecal sample from HMP2: Subject E5001C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441893","","2533.09","1","19354275","3832739122","G79902_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106641","fecal sample from HMP2: Subject H4001C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441892","","514.02","1","3702690","690114456","G79907_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106640","fecal sample from HMP2: Subject M2026C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441891","","1131.69","1","8356277","1618864076","G79906_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106639","fecal sample from HMP2: Subject M2039C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441890","","3832.08","1","27900364","5424311796","G80065_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106638","fecal sample from HMP2: Subject M2025C1_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441889","","2427.95","1","17753290","3462080153","G79908_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106637","fecal sample from HMP2: Subject H4009C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441888","","3478.23","1","25326755","4927203893","G80058_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106636","fecal sample from HMP2: Subject C3003C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441887","","3864.3","1","28192424","5472909864","G79956_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106635","fecal sample from HMP2: Subject M2026C4_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441886","","1725.57","1","12611099","2453174316","G79955_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106634","fecal sample from HMP2: Subject M2025C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441885","","112.96","1","833375","160249471","G79933_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106633","fecal sample from HMP2: Subject C3001C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441884","","1919.13","1","14890673","2953218666","G79931_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106632","fecal sample from HMP2: Subject M2014C9_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441883","","2614.1","1","19106894","3708140368","G79963_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106631","fecal sample from HMP2: Subject E5002C5_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441882","","1651.31","1","12056965","2335438393","G79962_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106630","fecal sample from HMP2: Subject M2025C3_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441881","","2192.95","1","15763327","3055661140","G79968_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3106629","fecal sample from HMP2: Subject H4004C2_MGX","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115812","Human gut metagenome and metatranscriptome in the inflammatory bowel disease (iHMP/HMP2)","SRS2441880","","1292.07","1","9376476","1818508198","G79965_MGX","WGS","METAGENOMIC","RANDOM"
