"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX3096191","HSM7CYX6 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433172","","763.5","1","11713712","2172584473","HSM7CYX6_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096190","PSM7J199 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433171","","1739.61","1","27283256","5106546994","PSM7J199_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096189","MSM79H5K stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433175","","859.83","1","13776331","2521929331","MSM79H5K_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096188","HSM7J4PY stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433170","","651.08","1","10429908","1876752051","HSM7J4PY_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096187","HSM7J4PM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433168","","524.46","1","8179085","1498416837","HSM7J4PM_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096186","PSM7J17B stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433166","","118.75","1","1926071","344195106","PSM7J17B_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096185","MSM79HCR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433169","","375.78","1","5520736","1024953548","MSM79HCR_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096184","HSM7CYYB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433167","","433.15","1","6602453","1234413140","HSM7CYYB_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096183","HSM67VH1 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433165","","685.17","1","10581336","1954073357","HSM67VH1_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096182","PSM7J1BR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433164","","165.83","1","2552952","479432879","PSM7J1BR_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096181","MSM79HAL stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433163","","632.77","1","9928504","1853436328","MSM79HAL_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096180","HSM7CYXI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433162","","151.37","1","2413772","432916906","HSM7CYXI_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096179","MSM9VZFF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433161","","912.89","1","14351787","2667138131","MSM9VZFF_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096178","HSM7J4K8 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433160","","178.83","1","2778562","507135189","HSM7J4K8_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096177","HSM7J4N6 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433159","","974.97","1","14898780","2821028361","HSM7J4N6_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096176","PSM7J12R stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433158","","865.38","1","13348460","2512903375","PSM7J12R_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096175","PSM7J12D stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433157","","782.91","1","12249582","2292996713","PSM7J12D_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096174","PSM7J18M stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433156","","613.21","1","9290933","1736644692","PSM7J18M_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096173","MSM9VZES stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433152","","513.88","1","7508980","1394653637","MSM9VZES_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096172","HSMA33NA stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433155","","824.11","1","13106595","2355083831","HSMA33NA_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096171","PSM7J13M stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433153","","877.06","1","13818413","2582637056","PSM7J13M_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096170","MSM79H7G stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433154","","944.32","1","13852137","2562907571","MSM79H7G_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096169","MSM6J2ON stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433151","","632.38","1","9754730","1839425872","MSM6J2ON_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096168","HSM6XRQO stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433150","","491.35","1","7567545","1408877404","HSM6XRQO_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096167","CSM67UFZ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433149","","726.62","1","11547483","2137552772","CSM67UFZ_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096166","HSM67VEE stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433148","","690.66","1","10562595","1975555827","HSM67VEE_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096165","HSM6XRUL stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433146","","807.56","1","12563284","2315790465","HSM6XRUL_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096164","CSM67UDN stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433147","","654.25","1","10425777","1921794364","CSM67UDN_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096163","HSM67VI3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433145","","858.55","1","13121510","2440071041","HSM67VI3_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096162","HSM67VD4 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433144","","794.13","1","12331243","2280908473","HSM67VD4_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096161","HSM6XRRB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433142","","1015.53","1","15688721","2921055237","HSM6XRRB_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096160","CSM67UEA stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433143","","615.64","1","9747155","1789372482","CSM67UEA_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096159","CSM5MCZF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433140","","565.85","1","9159203","1664608053","CSM5MCZF_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096158","CSM5MCY2 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433141","","484.23","1","7874708","1433094814","CSM5MCY2_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096157","PSM7J1CU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433139","","789.03","1","12222246","2279046761","PSM7J1CU_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096156","HSM7J4KC stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433137","","960.29","1","15183946","2781396278","HSM7J4KC_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096155","MSM9VZEW stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433138","","807.31","1","11924179","2210269424","MSM9VZEW_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096154","MSM9VZFL stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433136","","739.18","1","11083420","2026086590","MSM9VZFL_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096153","PSM7J184 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433134","","798.13","1","12654338","2327084025","PSM7J184_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096152","HSM7J4IR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433135","","864.86","1","13399756","2467937480","HSM7J4IR_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096151","HSM7J4NE stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433132","","490.68","1","7657068","1394815007","HSM7J4NE_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096150","HSM7J4MA stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433131","","879.75","1","13440856","2484363512","HSM7J4MA_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096149","PSM7J136 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433133","","813.61","1","12761748","2355918947","PSM7J136_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096148","HSM7J4KQ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433130","","932.12","1","14400295","2668179205","HSM7J4KQ_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096147","HSM7J4QJ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433129","","0.67","1","8522","1565347","HSM7J4QJ_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096146","CSM79HLC stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433128","","833.95","1","13425583","2460750246","CSM79HLC_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096145","MSM6J2J3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433125","","567.05","1","8958425","1647407673","MSM6J2J3_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096144","CSM5MCY4 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433127","","616.38","1","9853009","1818209649","CSM5MCY4_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096143","MSM6J2HD stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433126","","420.85","1","6535432","1236209701","MSM6J2HD_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096142","CSM5MCXT stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433124","","272.55","1","4338539","799854859","CSM5MCXT_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096141","MSM5LLDE stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433123","","199.63","1","3071274","579612209","MSM5LLDE_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096140","MSM5LLHC stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433122","","884.25","1","14184394","2643863307","MSM5LLHC_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096139","HSM5MD62 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433120","","995.81","1","15404282","2833722024","HSM5MD62_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096138","ESM5MEDN stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433121","","321.34","1","4953099","924906544","ESM5MEDN_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096137","CSM79HMT stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433119","","662.68","1","10478116","1936677404","CSM79HMT_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096136","CSM5MCWC stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433118","","746.54","1","11929917","2185986172","CSM5MCWC_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096135","CSM7KONU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433117","","56.94","1","915711","167172084","CSM7KONU_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096134","PSM7J177 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433116","","7.95","1","136101","22075158","PSM7J177_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096133","HSM7CZ38 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433115","","936.79","1","14508182","2679694868","HSM7CZ38_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096132","HSM7J4PI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433114","","408.87","1","6347325","1170419291","HSM7J4PI_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096131","MSM79HC8 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433113","","748.36","1","12071491","2222941824","MSM79HC8_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096130","HSM7J4I3 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433112","","1200.7","1","18779233","3430456180","HSM7J4I3_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096129","PSM7J1CC stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433110","","863.54","1","13913108","2536977770","PSM7J1CC_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096128","PSM7J1AU stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433111","","655.96","1","10625085","1922760252","PSM7J1AU_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096127","MSM79HCK stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433109","","730.66","1","10869833","2001897444","MSM79HCK_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096126","MSM79HFY stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433106","","952","1","15001775","2782389223","MSM79HFY_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096125","HSM7J4QF stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433108","","1104.05","1","17278020","3171759173","HSM7J4QF_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096124","MSM9VZMM stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433107","","1464.97","1","21739818","4043515285","MSM9VZMM_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096123","MSM9VZEY stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433104","","1096.93","1","16213174","3013219949","MSM9VZEY_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096122","HSM7CZ32 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433105","","562.92","1","8722895","1624392504","HSM7CZ32_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096121","PSM7J19P stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433103","","1290.28","1","20363071","3833558658","PSM7J19P_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096120","PSM6XBUI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433101","","95.88","1","1484805","277846456","PSM6XBUI_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096119","HSM7CZ3C stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433102","","777.92","1","11701361","2209435734","HSM7CZ3C_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096118","ESM7F5CB stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433100","","837.36","1","13201535","2434874091","ESM7F5CB_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096117","PSM7J19N stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433099","","788.71","1","12328850","2308390890","PSM7J19N_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096116","CSM7KOK5 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433098","","169.45","1","2651940","493188642","CSM7KOK5_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096115","CSM7KOJG stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433097","","987.35","1","15409320","2841790997","CSM7KOJG_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096114","HSM7CZ14 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433096","","568.03","1","8954607","1628451600","HSM7CZ14_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096113","HSM7CYXA stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433094","","716.91","1","10983705","1998697835","HSM7CYXA_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096112","HSM67VEI stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433095","","622.8","1","9780447","1786387813","HSM67VEI_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096111","MSM6J2RA stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433093","","817.84","1","12760838","2399338404","MSM6J2RA_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096110","HSM6XRTQ stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433092","","159.15","1","2493574","447846752","HSM6XRTQ_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096109","HSM67VI9 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433090","","1337.12","1","20288716","3820475043","HSM67VI9_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096108","HSM67VGC stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433088","","700.03","1","10772334","1973936054","HSM67VGC_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096107","CSM79HIR stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433091","","730.92","1","11447649","2154608912","CSM79HIR_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096106","CSM67UDY stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433089","","457","1","7304427","1347253827","CSM67UDY_MGX","WGS","METAGENOMIC","RANDOM"
"SRX3096105","CSM67UC6 stool WGS","human gut metagenome","Illumina HiSeq 2000","Harvard T.H. Chan School of Public Health","SRP115494","Longitudinal Multi'omics of the Human Microbiome in Inflammatory Bowel Disease","SRS2433086","","1005.75","1","15995203","2963794846","CSM67UC6_MGX","WGS","METAGENOMIC","RANDOM"
